date,day,utm name,campaign id,title,message
18/04/2026,Saturday,18April_MP_7M_Clinic_xDENT,1776770827,80% pets face dental issues 😬,"{pet parent}, plaque builds up faster than you think. Visit Supertails for a quick check today 🐾"
18/04/2026,Saturday,18April_MP_8M_Clinic_xSKIN,1776770849,Skin is their largest organ 🐕,"{pet parent}, irritation can spread quickly in {your pet}. Visit Supertails for a quick check today 🐾"
18/04/2026,Saturday,18April_MP_9M_Clinic_xxN2B,1776770717,Early checks prevent better 🐾,"{pet parent}, routine care keeps {your pet} healthier. Visit Supertails now. 🐕"
19/04/2026,Sunday,19April_MP_1E_Clinic_Grooming_xxREP,1776770575,Shedding peaks every few weeks 🐶,"{pet parent}, loose fur buildup can bother {your pet}. Book a grooming session today.🐾"
19/04/2026,Sunday,19April_MP_2E_Clinic_xxTNF,1776772898,Ticks can jump hosts easily 🐛,"{pet parent}, they spread faster than you expect 🐾"
19/04/2026,Sunday,19April_MP_3E_Clinic_xxGRP,1776772937,Mats can pull skin tight 🐕,"{pet parent}, tangled fur can discomfort {your pet} 🐾"
19/04/2026,Sunday,19April_MP_4E_Clinic_xxCNP,1776772974,Appetite shifts = signals 🍽️,"{pet parent}, small changes in {your pet} matter 🐾"
19/04/2026,Sunday,19April_MP_5E_Clinic_xBDAY,1776770692,1 pet year ≈ 7 human years 🎉,"{pet parent}, treat them with a spa session today at Supertails.🐾"
19/04/2026,Sunday,19April_MP_6E_Clinic_xSKIN,1776770849,Summer worsens skin issues ☀️,"{pet parent}, heat can trigger flare-ups in {your pet} 🐾"
19/04/2026,Sunday,19April_MP_7E_Clinic_xxGUT,1776770796,Hydration affects digestion 💧,"{pet parent}, low water intake impacts {your pet}’s gut 🐾"
19/04/2026,Sunday,19April_MP_8E_Clinic_xDENT,1776770827,Bad breath = early sign 😬,"{pet parent}, dental issues often start unnoticed 🐾"
19/04/2026,Sunday,19April_MP_9E_Clinic_xxN2B,1776770717,Prevention costs less later ✔️,"{pet parent}, early care avoids bigger issues 🐾"
20/04/2026,Monday,20April_MP_1M_Clinic_Grooming_xxREP,1776770575,Fur traps dust & bacteria 🐕,"{pet parent}, since {your pet} is due for a grooming session, book now only @Supertails"
20/04/2026,Monday,20April_MP_2M_Clinic_xxDWM,1776772867,Worms steal nutrients silently 🐛,"{pet parent}, protect {your pet}. Deworming starts at ₹99, only at Supertails ✔️"
20/04/2026,Monday,20April_MP_3M_Clinic_xxGRP,1776772937,Thick coats hold heat ☀️,"{pet parent}, help {your pet} stay cool. Get {your pet} groomed today, only at Supertails ✂️"
20/04/2026,Monday,20April_MP_4M_Clinic_xxCNP,1776772974,Early checks reduce risks 🩺,"{pet parent}, time to act early. Free consult available today, only at Supertails 👩‍⚕️"
20/04/2026,Monday,20April_MP_5M_Clinic_xBDAY,1776770692,Health checks track ageing 🎂,"{pet parent}, celebrate smart with 50% off on grooming for {your pet}. Visit Supertails ✂️"
20/04/2026,Monday,20April_MP_6M_Clinic_xDENT,1776770827,Plaque hardens in days 😬,"{pet parent}, act early. Free dental consult available, only at Supertails 🦷"
20/04/2026,Monday,20April_MP_7M_Clinic_xSKIN,1776770849,Allergies spike in heat 🐕,"{pet parent}, don’t delay. Skin consult is for FREE, only at Supertails🧴"
20/04/2026,Monday,20April_MP_8M_Clinic_xxGUT,1776770796,Gut imbalance shows late 🍽️,"{pet parent}, early check helps. Free consult today, only at Supertails ✔️"
20/04/2026,Monday,20April_MP_9M_Clinic_xxN2B,1776770717,First visits build habits 🐾,"{pet parent}, start right & stress-free. Get a Free consult for {your pet} today, only at Supertails 🎉"
21/04/2026,Tuesday,21April_MP_1M_Clinic_Grooming_xxREP,1776770575,{your pet} loved it last time,How about another session? Groom your floof at Supertails today.
21/04/2026,Tuesday,21April_MP_2M_Clinic_Vaccine_xxN2B,1776770659,This one's gotta be on time,Never miss a single dose on our watch. Get {your pet}'s next vaccination only at Supertails.
21/04/2026,Tuesday,21April_MP_3M_Clinic_xxGRP,1776772937,Fluff level rising dangerously? 🐶✨,Time for a glow-up! Book grooming for {your pet} at Supertails Clinic today 🛁
21/04/2026,Tuesday,21April_MP_4M_Clinic_xxCNP,1776772974,Small signs talk big sometimes 👀🐾,Book a vet consultation for {your pet} at Supertails today. Early care = easier care 💜
21/04/2026,Tuesday,21April_MP_5M_Clinic_xBDAY,1776770692,It’s someone’s barkday today 🎂🐾,"Celebrate {your pet} with a pamper session at 50% off, only at Supertails 🎉"
21/04/2026,Tuesday,21April_MP_6M_Clinic_xxGUT,1776770796,Tummy doing side quests again? 🤢🍽️,Gut issues don’t fix themselves. Book {your pet}’s check-up today 🩺
21/04/2026,Tuesday,21April_MP_7M_Clinic_xDENT,1776770827,That breath said hello first 😮‍💨🦷,Dental check time! Keep {your pet}’s teeth clean & happy 🐶✨
21/04/2026,Tuesday,21April_MP_8M_Clinic_xSKIN,1776770849,Scratch soundtrack on repeat? 😬🐾,Skin irritation needs care early. Visit Supertails Clinic today 🌿
21/04/2026,Tuesday,21April_MP_9M_Clinic_xxN2B,1776770717,Your first vet visit era starts now ✨🏥,Bring {your pet} to Supertails Clinic for stress-free expert care 💜
22/04/2026,Wednesday,22April_MP_1M_Clinic_Grooming_xxREP,1776770575,They miss their spa days already 🛁🥺,Time for {your pet}’s next grooming session. Book their slot today ✨
22/04/2026,Wednesday,22April_MP_2M_Clinic_xxTNF,1776772898,Unwanted guests = trouble? 😬🕷️,Tick & flea care for {your pet} starts here. Visit Supertails Clinic today 🩺
22/04/2026,Wednesday,22April_MP_3M_Clinic_xxGRP,1776772937,{your pet} might need a fur refresh🐶✨,"Book a grooming session for {your pet}. Clean, fresh, iconic vibes only🛁"
22/04/2026,Wednesday,22April_MP_4M_Clinic_xxCNP,1776772974,Scrolling the internet for symptoms? 👀📱,"Skip the loop. Book a vet consult for {your pet} today, only at Supertails 💜"
22/04/2026,Wednesday,22April_MP_5M_Clinic_xBDAY,1776770692,Main character born today 🎂🐾,Celebrate {your pet} with pampering at 50% off for the extra tail wag 🎉
22/04/2026,Wednesday,22April_MP_6M_Clinic_xSKIN,1776770849,Scratch remix dropping daily? 😬🐾,Skin issues need early care. Bring {your pet} to Supertails Clinic 🌿
22/04/2026,Wednesday,22April_MP_7M_Clinic_xxGUT,1776770796,Tummy acting up again? 🤢🍽️,Gut troubles bothering {your pet}? Book a check-up today only at Supertails 🩺
22/04/2026,Wednesday,22April_MP_8M_Clinic_xDENT,1776770827,"Bad breath, not allowed 😮‍💨🦷",Time for a dental check-up. Keep {your pet}'s oral health under check for a bright smile ✨
22/04/2026,Wednesday,22April_MP_9M_Clinic_xxN2B,1776770717,Plot twist: vet visits can be easy 😌🏥,First clinic visit for {your pet}? Stress-free care starts here 💜
23/04/2026,Thursday,23April_MP_1M_Clinic_Grooming_xxREP,1776770575,Fur growing out again? 🐕,"{pet parent}, {your pet} may be due for a grooming refresh. book a slot at Supertails today🐾"
23/04/2026,Thursday,23April_MP_2M_Clinic_xINDR,1776921931,Care around the corner 📍,"{pet parent}, your nearest Supertails clinic is ready for {your pet}. Visit today.🐾"
23/04/2026,Thursday,23April_MP_3M_Clinic_xxDWM,1776772867,Worms aren’t visible 🐛,"{pet parent}, hidden worms can affect {your pet}’s health🐾"
23/04/2026,Thursday,23April_MP_4M_Clinic_xxGRP,1776772937,Heat affects their coat ☀️,"{pet parent}, long coats can make {your pet} uncomfortable 🐾"
23/04/2026,Thursday,23April_MP_5M_Clinic_xxCNP,1776772974,Small signs get missed 👀,"{pet parent}, early checks help {your pet} stay healthy 🐾"
23/04/2026,Thursday,23April_MP_6M_Clinic_xBDAY,1776770692,"Some treats, like pampering?","{pet parent}, don’t miss {your pet}’s pampering moment this month. Visit Supertails today 🐾"
23/04/2026,Thursday,23April_MP_7M_Clinic_xDENT,1776770827,Bad breath isn’t normal 😬,"{pet parent}, dental issues can affect {your pet}’s health. Visit Supertails for a quick check today 🐾"
23/04/2026,Thursday,23April_MP_8M_Clinic_xSKIN,1776770849,Itching isn’t normal 🐕,"{pet parent}, skin issues can worsen fast in {your pet}. Visit Supertails for a quick check today 🐾"
23/04/2026,Thursday,23April_MP_9M_Clinic_xxGUT,1776770796,Gut check made easy ✔️,"{pet parent}, gut issues can affect {your pet} in summer. Visit Supertails for a quick check today 🐾"
23/04/2026,Thursday,23April_MP_10M_Clinic_xxN2B,1776770717,First check matters 🐾,"{pet parent}, start {your pet}’s care journey right with Supertails's NO stress care.🐕"
24/04/2026,Friday,24April_MP_1M_Clinic_Grooming_xxREP,1776770575,"NGL, {your pet}'s due for a makeover🐾🎀",Book a stress-free grooming session for {your pet} only at Supertails.✨🏥
24/04/2026,Thursday,24April_MP_2M_Clinic_xINDR,1776921931,Newness has the charm✨🎀,We just launched a clinic in Indiranagar. It's time for {your pet} to walk in for stress-free care.  🏥💜
24/04/2026,Friday,24April_MP_3M_Clinic_Vaccine_xxN2B,1776770659,That shot is essential💉,"{your pet}'s next vaccination is due. Don't delay it, {pet parent}. Book a slot today!🏥💜"
24/04/2026,Friday,24April_MP_4M_Clinic_xxGRP,1776772937,Summer irritation?☀️🥵,"Sweat, dirt, long fur...irritating your pet? Book a grooming slot today at Supertails.🩺🏥"
24/04/2026,Friday,24April_MP_5M_Clinic_xxCNP,1776772974,No concern is big or small💜,"If {your pet} got you worried, an expert vet consultation might help. Drop by today.🩺🏥"
24/04/2026,Friday,24April_MP_6M_Clinic_xBDAY,1776770692,{Your pet}'s B'day gotta be special✨🎀,How about a spa session? Get them a refreshed look that lasts longer. Book a grooming session now.🏥💜
24/04/2026,Friday,24April_MP_7M_Clinic_xxGUT,1776770796,"Summer heat, upset gut?😟",Rising temperatures can affect {your pet}'s gut. A timely gut checkup helps. Book a slot now.🩺🏥
24/04/2026,Friday,24April_MP_8M_Clinic_xDENT,1776770827,That pale patch is a sign🦷😟,Tartar buildup often starts slowly but affects {your pet}'s teeth & gums. Book a dental checkup today.🩺
24/04/2026,Friday,24April_MP_9M_Clinic_xSKIN,1776770849,Rashes or excessive shedding?😟🐾,"Skin issues appear slowly but affects {your pet}'s mood, coat health & energy. Book a slot for a skin checkup today.🩺🏥"
24/04/2026,Friday,24April_MP_10M_Clinic_xxN2B,1776770717,Stressful vet visits always?🤔😲,How about a stress-free one? Walk in with {your pet} and try it yourself. To a better start!💜💪
25/04/2026,Saturday,25April_MP_1M_Clinic_Grooming_xxREP,1776770575,Summer makeover pending?🐾🎀,{your pet} would love a refreshing glow-up. Book a slot today only at Supertails.✨🏥
25/04/2026,Saturday,25April_MP_2M_Clinic_xINDR,1776921931,{your pet}'s missing...😉,All other floofs have visited the new clinic; only {your pet}'s sniff test is pending. Drop by today!🏥💜
25/04/2026,Saturday,25April_MP_3M_Clinic_xxTNF,1776772898,Early morning & evening walks now?🏙️,We get it. But bugs are most active this time. Check for ticks & fleas after every walk.🕷️😟
25/04/2026,Saturday,25April_MP_4M_Clinic_xxGRP,1776772937,{Your pet} loves to play outdoors?👉👈,How about you just drop in & we take care of the rest? Book a grooming slot today.😍🐾
25/04/2026,Saturday,25April_MP_5M_Clinic_xxCNP,1776772974,Delicate cuties need extra care💜,Drop by Supertails with {your pet} today for a stress-free vet consultation. We're ready whenever you need us.🩺🏥
25/04/2026,Saturday,25April_MP_6M_Clinic_xBDAY,1776770692,A B'day flex is a must!😍,"Before the pawrty starts, get {your pet} a nice glow-up. Head turns for sure!🎀😉"
25/04/2026,Saturday,25April_MP_7M_Clinic_xSKIN,1776770849,Itching more than usual?😟🐾,Skin issues could be an indication of a health issue. Better get it checked today. Book a slot.🩺🏥
25/04/2026,Saturday,25April_MP_8M_Clinic_xxGUT,1776770796,{your pet}'s gut is giving you signs🚦,"Eating less, low on energy or tummy acting up? Get a gut checkup today at Supertails.🐾🏥"
25/04/2026,Saturday,25April_MP_9M_Clinic_xDENT,1776770827,Noticing consistent bad breath?🦠🦷,It could be a sign of gum issues. Book a slot for {your pet}'s dental checkup today.🩺🏥
25/04/2026,Saturday,25April_MP_10M_Clinic_xxN2B,1776770717,Tried stress-free care yet?💜💪,It's high time for you to switch to stress-free vet care for {your pet}. Book a slot today.🩺🏥
26/04/2026,Sunday,26April_MP_1M_Clinic_Grooming_xxREP,1776770575,Sunday mood: a nice spa day!✨🎀,Book a stress-free grooming slot for {your pet} at Supertails today.💜🏥
26/04/2026,Sunday,26April_MP_2M_Clinic_xINDR,1776921931,"This is your chance, {pet parent}✨🎀","Before the week starts, sort out {your pet}'s complete care only at one place- Supertails. Visit today.🏥💜"
26/04/2026,Sunday,26April_MP_3M_Clinic_xxDWM,1776772867,Wormy gut affects {your pet}'s immunity🪱❌,"Deworm them on time to keep them safe and healthy. Healthy gut, happy pet.🩺🏥"
26/04/2026,Sunday,26April_MP_4M_Clinic_xxGRP,1776772937,{Your pet}'s got matted fur?😟🐾,Increase the frequency of grooming to avoid such a condition. Drop by Supertails for a grooming session. 🩺🏥
26/04/2026,Sunday,26April_MP_5M_Clinic_xxCNP,1776772974,Small signs get missed 👀,"{pet parent}, early checks help {your pet} stay healthy 🐾"
26/04/2026,Sunday,26April_MP_6M_Clinic_xBDAY,1776770692,"Some treats, like pampering?","{pet parent}, don’t miss {your pet}’s pampering moment this month. Visit Supertails today 🐾"
26/04/2026,Sunday,26April_MP_7M_Clinic_xDENT,1776770827,Bad breath isn’t normal 😬,"{pet parent}, dental issues can affect {your pet}’s health. Visit Supertails for a quick check today 🐾"
26/04/2026,Sunday,26April_MP_8M_Clinic_xSKIN,1776770849,Itching isn’t normal 🐕,"{pet parent}, skin issues can worsen fast in {your pet}. Visit Supertails for a quick check today 🐾"
26/04/2026,Sunday,26April_MP_9M_Clinic_xxGUT,1776770796,Gut check made easy ✔️,"{pet parent}, gut issues can affect {your pet} in summer. Visit Supertails for a quick check today 🐾"
26/04/2026,Sunday,26April_MP_10M_Clinic_xxN2B,1776770717,First check matters 🐾,"{pet parent}, start {your pet}’s care journey right with Supertails's NO-stress care.🐕"
27/04/2026,Monday,27April_MP_1M_Clinic_Grooming_xxREP,1776770575,A fresh replenishment?😍🐾,{your pet}'s fur & coat needs summer nourishment. Drop by Supertails for a grooming session.🏥💜
27/04/2026,Monday,27April_MP_2M_Clinic_xINDR,1776921931,We've not met with {Your pet} yet😔,It's the right time to experience a stress-free spa at 50% off today. Book a slot @Supertails Indiranagar.😍💜
27/04/2026,Monday,27April_MP_3M_Clinic_Vaccine_xxN2B,1776770659,"A tiny jab, big protection💉🦠",{your pet}'s next vaccination is due. Book a slot today at Supertails clinic & get 20% off.🏥💜
27/04/2026,Monday,27April_MP_4M_Clinic_xxGRP,1776772937,Got a furry floof?👉👈,Long fur might lead to matting. Frequent grooming helps in avoiding trouble. Book a slot now.🏥💜
27/04/2026,Monday,27April_MP_5M_Clinic_xxCNP,1776772974,No concern is big or small💜,"If {your pet} got you worried, an expert vet consultation might help. Drop by today.🩺🏥"
27/04/2026,Monday,27April_MP_6M_Clinic_xBDAY,1776770692,{Your pet}'s B'day gotta be special✨🎀,How about a spa session? Get them a refreshed look that lasts longer. Book a grooming session now.🏥💜
27/04/2026,Monday,27April_MP_7M_Clinic_xxGUT,1776770796,"Summer heat, upset gut?😟",Rising temperatures can affect {your pet}'s gut. A timely gut checkup helps. Book a slot now.🩺🏥
27/04/2026,Monday,27April_MP_8M_Clinic_xDENT,1776770827,That pale patch is a sign🦷😟,Tartar buildup often starts slowly but affects {your pet}'s teeth & gums. Book a dental checkup today.🩺
27/04/2026,Monday,27April_MP_9M_Clinic_xSKIN,1776770849,Rashes or excessive shedding?😟🐾,"Skin issues appear slowly but affects {your pet}'s mood, coat health & energy. Book a slot for a skin checkup today.🩺🏥"
27/04/2026,Monday,27April_MP_10M_Clinic_xxN2B,1776770717,Stressful vet visits always?🤔😲,How about a stress-free one? Walk in with {your pet} and try it yourself. To a better start!💜💪
28/04/2026,Tuesday,28April_MP_1M_Clinic_Grooming_xxREP,1776770575,Floof forecast: chaotic 🌪️🐶,"Time for {your pet}’s grooming again? Keep them cool & fresh this summer, book now. 🛁"
28/04/2026,Tuesday,28April_MP_2M_Clinic_xINDR,1776921931,Summer outside = sniffles inside? 🌡️😮‍💨,Heat shifts can trigger issues. Book {your pet}’s vet check today at Supertails Indiranagar.🩺
28/04/2026,Tuesday,28April_MP_3M_Clinic_xxTNF,1776772898,Tick season said hello first 😬🕷️,Warm weather boosts ticks & fleas. Protect {your pet} with timely care 🐾
28/04/2026,Tuesday,28April_MP_4M_Clinic_xxGRP,1776772937,This coat needs a summer edit ✂️✨,"Book grooming for {your pet}. Less mess, less heat, more slay 🛁"
28/04/2026,Tuesday,28April_MP_5M_Clinic_xxCNP,1776772974,Googling symptoms again? 👀📱,Skip the loop. Book a vet consultation for {your pet} today at your nearest Supertails clinic💜
28/04/2026,Tuesday,28April_MP_6M_Clinic_xBDAY,1776770692,Main character born today 🎂🐾,Celebrate {your pet} with a pamper session only at Supertails & get 50% off. 🎉
28/04/2026,Tuesday,28April_MP_7M_Clinic_xSKIN,1776770849,Scratching on a loop? 😬🐾,Summer can worsen skin issues. Bring {your pet} in early for a FREE skin check-up. 🌿
28/04/2026,Tuesday,28April_MP_8M_Clinic_xxGUT,1776770796,Tummy doing side quests again? 🤢🍽️,Heat can upset digestion. Book {your pet}’s FREE gut check-up today 🩺
28/04/2026,Tuesday,28April_MP_9M_Clinic_xDENT,1776770827,That breath entered first 😮‍💨🦷,Dental trouble hides quietly. Get {your pet}'s gums and teeth checked for FREE today ✨
28/04/2026,Tuesday,28April_MP_10M_Clinic_xxN2B,1776770717,Plot twist: vet visits can be chill 😌🏥,First visit for {your pet}? Stress-free care starts here 💚
29/04/2026,Wednesday,29April_MP_1M_Clinic_Grooming_xxREP,1776770575,Spa day debt is pending 🛁🐶,{your pet}'s next grooming slot awaits. Keep them summer-ready & fresh. Book a slot now✨
29/04/2026,Wednesday,29April_MP_2M_Clinic_xINDR,1776921931,"AC on, immunity off? 😵‍💫❄️","Weather swings can affect pets, too. Book a vet check-up today. 🩺"
29/04/2026,Wednesday,29April_MP_3M_Clinic_xxDWM,1776772867,Unwanted guests living rent-free? 🪱😬,Deworming due for {your pet}? Summer care must continue 🐾
29/04/2026,Wednesday,29April_MP_4M_Clinic_xxGRP,1776772937,Fur coat in this heat is wild 😮‍💨🐕,"Book grooming for {your pet}. Cool body, clean vibes only ✂️"
29/04/2026,Wednesday,29April_MP_5M_Clinic_xxCNP,1776772974,Symptom search history looking full 👀📱,Skip the guessing. Book a vet consultation for {your pet} today 💚
29/04/2026,Wednesday,29April_MP_6M_Clinic_xBDAY,1776770692,Someone gotta celebrate 🎂🐾,"Treat {your pet} with food, goodies & an extra pampering session, only at Supertails 🎉"
29/04/2026,Wednesday,29April_MP_7M_Clinic_xDENT,1776770827,Breath sent a warning sign 😮‍💨🦷,Dental issues hide quietly. Get {your pet}'s gums & teeth checked early ✨
29/04/2026,Wednesday,29April_MP_8M_Clinic_xSKIN,1776770849,Scratching more than usual? 😬🐾,Summer heat can trigger skin flare-ups. Visit the clinic today 🌿
29/04/2026,Wednesday,29April_MP_9M_Clinic_xxGUT,1776770796,Tummy ouchie again? 🤢🍽️,Heat can upset digestion. Book {your pet}’s gut check-up today 🩺
29/04/2026,Wednesday,29April_MP_10M_Clinic_xxN2B,1776770717,First vet visit arc begins now ✨🏥,Bring {your pet} in for stress-free expert care at your nearest Supertails clinic only💚
30/04/2026,Thursday,30April_MP_1M_Clinic_Grooming_xxREP,1776770575,Spa plan for long weekends 🐶✨,Book grooming for {your pet} today & enjoy summer-fresh fur day throughout. Book now.🛁
30/04/2026,Thursday,30April_MP_2M_Clinic_xINDR,1776921931,{Your pet}: Chilling zone this weekend😮‍💨,Book a grooming session for {your pet} today @Supertails Indiranagar with 50% off. The wait is finally over. 💚
30/04/2026,Thursday,30April_MP_3M_Clinic_Vaccine_xxN2B,1776770659,You've finally got a long weekend 💉🐾,Get {your pet}'s vaccinations sorted. Book now & avail 20% off only at Supertails✨
30/04/2026,Thursday,30April_MP_4M_Clinic_xxGRP,1776772937,"The weekend's pretty chill, but heat? 😮‍💨✂️",We've got the escape plan. Bring {your pet} in for a fresh look. Grooming slots open now! 🛁
30/04/2026,Thursday,30April_MP_5M_Clinic_xxCNP,1776772974,Prep right for the long weekend✔️,Summer heat affects {your pet}'s health too. Got a concern? Drop by Supertails for a vet consult.🩺🏥
30/04/2026,Thursday,30April_MP_6M_Clinic_xBDAY,1776770692,{your pet}'s pawrfect celebration is due🎀😟,A birthday without a stress-free spa day is nothing. Book a slot now & get 50% off.✨💸
30/04/2026,Thursday,30April_MP_7M_Clinic_xxGUT,1776770796,{your pet}'s gut never lies✋❌,Look out for signs & drop by Supertails today for a FREE gut check-up.💪💸
30/04/2026,Thursday,30April_MP_8M_Clinic_xDENT,1776770827,That pale patch is a sign🦷😟,"Secure {your pet}'s dental health today with a FREE check-up, only at Supertails.💪💸"
30/04/2026,Thursday,30April_MP_9M_Clinic_xSKIN,1776770849,Too much shedding lately?🐶🐱,"This is not normal. Book a skin & coat check-up for FREE, only at Supertails.💪💸"
30/04/2026,Thursday,30April_MP_10M_Clinic_xxN2B,1776770717,Vet visits are scary😟🐾,We get that. Switch to a stress-free experience for {your pet} for FREE. Book a visit at Supertails now.💪💸
01/05/2026,Friday,01May_MP_1M_Clinic_Grooming_xxREP,1776770575,Utilize an extra holiday🫵💝,Book a fresh grooming session for {your pet} at Supertails today.😍🐾
01/05/2026,Friday,01May_MP_2M_Clinic_xINDR,1776921931,"You finally got this day, {pet parent}🫶",Walk in with {your pet} to the new Supertails clinic in Indiranagar & try the stress-free care.🏥💜
